climate_similarity,flow_correlation,distance_km
0.17486923030248563,0.3664653733579426,4577.877492695443
0.1923860350120811,0.4031117873129569,5131.293852703378
0.13928258508714442,0.18057802690440597,5245.4488147430975
0.27169220665143456,0.564442769813926,956.4163909612002
0.19008917895503186,0.0014510533740569277,2468.996525508041
0.24900585760601412,0.22275047689930258,1361.5709894173883
0.46150816045298587,0.4903428739157278,707.0856907181617
0.1554231986586345,0.34666376960425865,5396.83774796295
0.23206828495073514,0.29777234036704775,1042.1204672230776
0.5802983062007743,0.526376420351093,762.825683883921
0.30883187280168706,0.3377425096591621,1243.538579980948
0.35897369474947877,0.5663700343962675,908.3322218255776
0.1533591926886564,0.06481122929153164,4227.870226250107
0.2478644798368502,0.5023725437356722,436.16372582616316
0.47086112968582156,0.659260294929427,318.11954392787743
0.269582222988304,0.31356425860149695,826.9861133289362
0.2675112839727024,0.5864750484351416,180.97950419493876
0.19457952599591305,0.31062739787213,1971.23090886
0.33808830762883785,0.43960101807773055,516.6784599085396
0.2721548535939629,0.4823028029929854,1481.0526955967775
0.5269682581024161,0.6861078172971153,519.4450731877191
0.2509763944715998,0.5794649633637721,370.97751732815243
0.16280678555138708,0.10086376657666134,2552.3255461376802
0.25915084442719544,0.278577899592601,1059.7789023026398
0.14049939369564843,0.09850664071611154,3785.479667640569
0.36335147249023164,0.5700878725766636,277.28872400831693
0.25602821355233724,0.4153003338007669,1142.3684135059832
0.25920330781038803,0.7554529895702196,120.04625079098831
0.46577310020805707,0.23492529492025138,1822.6153598822011
0.25906434280656787,0.4954686769474692,1057.4195661903782
0.15980571669465984,0.2359039193152244,4048.5032366288538
0.1256295575674176,0.06624634721808807,2417.687000103027
0.32964995199059877,0.3398359992237081,1051.0783195130537
0.14534973483933006,0.04887381010919144,5198.806713040578
0.30050514454450217,0.3738283693064284,1314.715062821782
0.1651242284276847,0.09849948363229977,5317.622255232405
0.467235877853798,0.6392282932644926,583.8235741506344
0.30021848896802894,0.3788540604792956,503.54002231906765
0.34684059323392324,0.36836403292698305,622.8351018133073
0.18633648079868653,0.45261454412616964,4976.992225967475
0.21427638404759858,0.16616728137450176,3469.718606837669
0.16016536843497953,0.2042241052971355,749.0463835941808
0.24079222586002447,0.25377600712792153,3085.998170770002
0.5559362554019167,0.40091028623736663,1176.148520040313
0.5052960227145488,0.4274915217709055,1306.902501463588
0.17628903355177833,0.32726299048318525,3933.913375563174
0.1362025160504852,0.10722602148256578,5239.652241977193
0.49592572853498,0.7145882609925008,255.30651428682103
0.4156618850400245,0.6677982869121246,610.8994331681836
0.5324798027733564,0.6616690411656798,207.51872840516944
0.2492192590089635,0.43281043666662755,1408.114565656265
0.16417684131255153,0.3923124521335759,5436.2769854477365
0.4142494407517615,0.638491773873753,330.06425133978365
0.15924748978476988,0.27238420866429297,3716.706356429238
0.1186916633847451,0.32308938490110345,5239.600892887233
0.15205630726241662,0.1486320059153239,1083.242578853247
0.15854623975755316,0.05039352875621652,1643.4462333781141
0.4961177328298455,0.700310663795453,263.75310363593667
0.19915550997140063,0.10969529360582253,2656.427642233637
0.10692529845707258,0.05772521281003681,3549.38937948048
0.13205512875659806,0.45654954961772304,5161.455132626978
0.31299678585292035,0.25539514185250745,1631.721553950982
0.301477086847668,0.6249253808591181,349.16959891123
0.25446592177017097,0.2699523145358653,1075.4232303314611
0.18756731157123258,0.42264558863525736,2148.824901442292
