climate_zone,n_stations,mean_synchrony,std_synchrony,median_synchrony,mean_precip,mean_temp
0,79,1473.4177215189873,918.9715350575468,1025.0,112.65376265822788,11.067813088607593
1,21,1739.2857142857142,918.2378310033378,2300.0,249.66998571428576,6.218420523809525
2,49,2071.4285714285716,838.9601698928661,2075.0,124.03996591836736,8.024596244897959
3,12,2366.6666666666665,93.13561308244245,2375.0,176.43639999999996,10.335722666666667
4,16,965.625,595.1802948127007,900.0,90.20187874999999,4.38973095
